,Opening,Colour,Num Games,ECO,Last Played,Perf Rating,Avg Player,Player Win %,Draw %,Opponent Win %,Moves,moves_list,move1w,move1b,move2w,move2b,move3w,move3b,move4w,move4b,White_win%,Black_win%,White_odds,White_Wins,Black_Wins
1102,"Queen's Gambit Declined, Exchange Variation, Positional Variation",black,3341,D35,2018-07-09,2229,2272,19.6,39.4,41.0,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Bg5 c6,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.cxd5', 'exd5', '5.Bg5', 'c6']",d4,d5,c4,e6,Nc3,Nf6,cxd5,exd5,41.0,19.6,2.0918367346938775,1369.81,654.836
1103,"Queen's Gambit Declined, Exchange Variation, Positional Variation",white,10954,D35,2018-07-06,2256,2217,52.1,28.9,19.0,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Bg5,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.cxd5', 'exd5', '5.Bg5']",d4,d5,c4,e6,Nc3,Nf6,cxd5,exd5,52.1,19.0,2.7421052631578946,5707.034000000001,2081.26
1104,"Queen's Gambit Declined, Exchange Variation, Reshevsky Variation",white,1911,D36,2018-07-04,2305,2257,45.6,31.4,22.9,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Bg5 c6 6.Qc2,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.cxd5', 'exd5', '5.Bg5', 'c6', '6.Qc2']",d4,d5,c4,e6,Nc3,Nf6,cxd5,exd5,45.6,22.9,1.9912663755458517,871.416,437.6189999999999
1105,"Queen's Gambit Declined, Exchange Variation, Saemisch Variation",white,618,D35,2018-07-01,2482,2432,44.2,36.6,19.3,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Nf3 Nbd7 6.Bf4,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.cxd5', 'exd5', '5.Nf3', 'Nbd7', '6.Bf4']",d4,d5,c4,e6,Nc3,Nf6,cxd5,exd5,44.2,19.3,2.290155440414508,273.156,119.274
1106,"Queen's Gambit Declined, General",black,10544,D30,2018-07-09,2176,2205,25.5,33.2,41.3,1.d4 d5 2.c4 e6,"['1.d4', 'd5', '2.c4', 'e6']",d4,d5,c4,e6,,,,,41.3,25.5,1.6196078431372547,4354.672,2688.72
1107,"Queen's Gambit Declined, Harrwitz Attack",white,2510,D37,2018-07-01,2324,2304,48.6,32.5,18.8,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3', 'Be7', '5.Bf4']",d4,d5,c4,e6,Nc3,Nf6,Nf3,Be7,48.6,18.8,2.5851063829787235,1219.86,471.88
1108,"Queen's Gambit Declined, Harrwitz Attack",white,521,D35,2018-06-27,2065,2023,47.8,27.3,24.9,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bf4,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bf4']",d4,d5,c4,e6,Nc3,Nf6,Bf4,,47.8,24.9,1.9196787148594376,249.03799999999998,129.72899999999998
1109,"Queen's Gambit Declined, Harrwitz Attack, Fianchetto Defense",black,1226,D37,2018-07-07,2220,2269,15.3,39.1,45.5,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 b6,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3', 'Be7', '5.Bf4', 'O-O', '6.e3', 'b6']",d4,d5,c4,e6,Nc3,Nf6,Nf3,Be7,45.5,15.3,2.9738562091503264,557.83,187.578
1110,"Queen's Gambit Declined, Harrwitz Attack, Main Line",black,1818,D37,2018-07-08,2356,2402,13.0,47.3,39.7,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 c5 7.dxc5 Bxc5,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3', 'Be7', '5.Bf4', 'O-O', '6.e3', 'c5', '7.dxc5', 'Bxc5']",d4,d5,c4,e6,Nc3,Nf6,Nf3,Be7,39.7,13.0,3.053846153846154,721.7460000000001,236.34
1111,"Queen's Gambit Declined, Harrwitz Attack, Main Line, New Main Line",white,325,D37,2018-06-20,2495,2459,43.1,33.9,23.1,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 c5 7.dxc5 Bxc5 8.Qc2 Nc6 9.a3 Qa5 10.O-O-O,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3', 'Be7', '5.Bf4', 'O-O', '6.e3', 'c5', '7.dxc5', 'Bxc5', '8.Qc2', 'Nc6', '9.a3', 'Qa5', '10.O-O-O']",d4,d5,c4,e6,Nc3,Nf6,Nf3,Be7,43.1,23.1,1.8658008658008658,140.075,75.075
1112,"Queen's Gambit Declined, Harrwitz Attack, Main Line, Old Main Line",white,406,D37,2018-06-20,2505,2458,39.7,42.4,18.0,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 c5 7.dxc5 Bxc5 8.Qc2 Nc6 9.a3 Qa5 10.Rd1,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3', 'Be7', '5.Bf4', 'O-O', '6.e3', 'c5', '7.dxc5', 'Bxc5', '8.Qc2', 'Nc6', '9.a3', 'Qa5', '10.Rd1']",d4,d5,c4,e6,Nc3,Nf6,Nf3,Be7,39.7,18.0,2.2055555555555557,161.18200000000002,73.08
1113,"Queen's Gambit Declined, Harrwitz Attack, Orthodox Defense",black,1047,D37,2018-07-02,2091,2117,17.1,25.4,57.5,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 c6,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3', 'Be7', '5.Bf4', 'O-O', '6.e3', 'c6']",d4,d5,c4,e6,Nc3,Nf6,Nf3,Be7,57.5,17.1,3.3625730994152043,602.025,179.037
1114,"Queen's Gambit Declined, Harrwitz Attack, Two Knights Defense",black,1272,D37,2018-07-06,2380,2402,18.3,47.5,34.2,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 Nbd7,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3', 'Be7', '5.Bf4', 'O-O', '6.e3', 'Nbd7']",d4,d5,c4,e6,Nc3,Nf6,Nf3,Be7,34.2,18.3,1.8688524590163935,435.024,232.776
1115,"Queen's Gambit Declined, Harrwitz Attack, Two Knights Defense, Blockade Line",white,684,D37,2018-07-07,2534,2492,37.0,48.1,14.9,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4 O-O 6.e3 Nbd7 7.c5,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3', 'Be7', '5.Bf4', 'O-O', '6.e3', 'Nbd7', '7.c5']",d4,d5,c4,e6,Nc3,Nf6,Nf3,Be7,37.0,14.9,2.483221476510067,253.08,101.916
1116,"Queen's Gambit Declined, Hastings Variation",white,475,D30,2018-07-04,2506,2455,37.7,41.5,20.8,1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 h6 5.Bxf6 Qxf6 6.Nc3 c6 7.Qb3,"['1.d4', 'd5', '2.c4', 'e6', '3.Nf3', 'Nf6', '4.Bg5', 'h6', '5.Bxf6', 'Qxf6', '6.Nc3', 'c6', '7.Qb3']",d4,d5,c4,e6,Nf3,Nf6,Bg5,h6,37.7,20.8,1.8125,179.075,98.8
1117,"Queen's Gambit Declined, Janowski Variation",black,553,D31,2018-07-05,2357,2400,28.6,39.8,31.6,1.d4 d5 2.c4 e6 3.Nc3 a6,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'a6']",d4,d5,c4,e6,Nc3,a6,,,31.6,28.6,1.1048951048951048,174.748,158.15800000000002
1118,"Queen's Gambit Declined, Lasker Defense",black,1343,D56,2018-07-06,2334,2351,15.6,55.3,29.1,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 Ne4,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'h6', '7.Bh4', 'Ne4']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,29.1,15.6,1.8653846153846154,390.81300000000005,209.50799999999998
1119,"Queen's Gambit Declined, Lasker Defense, Main Line",white,327,D57,2018-07-09,2354,2319,34.3,48.6,17.1,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 Ne4 8.Bxe7 Qxe7 9.cxd5 Nxc3 10.bxc3,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'h6', '7.Bh4', 'Ne4', '8.Bxe7', 'Qxe7', '9.cxd5', 'Nxc3', '10.bxc3']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,34.3,17.1,2.005847953216374,112.16099999999999,55.91700000000001
1120,"Queen's Gambit Declined, Lasker Defense, Teichmann Variation",white,529,D56,2018-06-14,2398,2377,25.1,61.3,13.6,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 Ne4 8.Bxe7 Qxe7 9.Qc2,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'h6', '7.Bh4', 'Ne4', '8.Bxe7', 'Qxe7', '9.Qc2']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,25.1,13.6,1.8455882352941178,132.77900000000002,71.944
1121,"Queen's Gambit Declined, Manhattan Variation",black,148,D51,2018-04-04,2176,2246,25.7,27.0,47.3,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3 Bb4,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Nbd7', '5.e3', 'Bb4']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Nbd7,47.3,25.7,1.8404669260700388,70.00399999999999,38.036
1122,"Queen's Gambit Declined, Miles Variation, Dzhindzhi Attack",white,534,D53,2018-06-29,2436,2400,50.4,29.8,19.9,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.Nf3 O-O 6.Qc2,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.Nf3', 'O-O', '6.Qc2']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,50.4,19.9,2.532663316582915,269.13599999999997,106.26599999999999
1123,"Queen's Gambit Declined, Modern Variation",white,5326,D50,2018-07-07,2206,2165,46.8,30.4,22.8,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5']",d4,d5,c4,e6,Nc3,Nf6,Bg5,,46.8,22.8,2.052631578947368,2492.5679999999998,1214.328
1124,"Queen's Gambit Declined, Modern Variation, Normal Line",white,2790,D55,2018-06-30,2214,2178,43.6,34.2,22.2,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,43.6,22.2,1.963963963963964,1216.44,619.38
1125,"Queen's Gambit Declined, Modern, Knight Defense",black,1650,D51,2018-06-21,2170,2201,25.4,32.2,42.4,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3 c6,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Nbd7', '5.e3', 'c6']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Nbd7,42.4,25.4,1.6692913385826773,699.6,419.1
1126,"Queen's Gambit Declined, Modern, Knight Defense",black,1277,D51,2018-07-02,2079,2108,28.0,27.5,44.5,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Nbd7']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Nbd7,44.5,28.0,1.5892857142857142,568.265,357.56
1127,"Queen's Gambit Declined, Modern, Knight Defense",white,394,D51,2018-07-02,2275,2213,49.5,32.2,18.3,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Nbd7', '5.e3']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Nbd7,49.5,18.3,2.7049180327868854,195.03,72.102
1128,"Queen's Gambit Declined, Neo-Orthodox Variation",white,232,D54,2018-06-27,2496,2424,44.0,42.2,13.8,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Rc1,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Rc1']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,44.0,13.8,3.1884057971014492,102.08,32.016000000000005
1129,"Queen's Gambit Declined, Neo-Orthodox Variation",black,125,D55,2018-06-12,2119,2134,32.0,29.6,38.4,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'h6']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,38.4,32.0,1.2,48.0,40.0
1130,"Queen's Gambit Declined, Neo-Orthodox Variation, Main Line",white,749,D55,2018-06-29,2240,2208,38.9,41.0,20.2,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'h6', '7.Bh4']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,38.9,20.2,1.9257425742574257,291.361,151.298
1131,"Queen's Gambit Declined, Normal Defense",black,933,D35,2018-07-02,1871,1888,38.4,23.4,38.3,1.d4 d5 2.c4 e6 3.Nc3 Nf6,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6']",d4,d5,c4,e6,Nc3,Nf6,,,38.3,38.4,0.9973958333333333,357.33899999999994,358.272
1132,"Queen's Gambit Declined, Orthodox Defense, Alekhine Variation",white,314,D67,2016-07-01,2513,2438,39.8,53.5,6.7,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.Ne4,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Rc1', 'c6', '8.Bd3', 'dxc4', '9.Bxc4', 'Nd5', '10.Bxe7', 'Qxe7', '11.Ne4']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,39.8,6.7,5.940298507462686,124.972,21.038
1133,"Queen's Gambit Declined, Orthodox Defense, Botvinnik Variation",white,1263,D60,2018-07-06,2154,2111,40.5,31.8,27.6,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Bd3,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Bd3']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,40.5,27.6,1.467391304347826,511.515,348.588
1134,"Queen's Gambit Declined, Orthodox Defense, Classical Variation",black,271,D68,2018-05-17,2268,2299,11.8,52.4,35.8,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O Nxc3 12.Rxc3 e5,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Rc1', 'c6', '8.Bd3', 'dxc4', '9.Bxc4', 'Nd5', '10.Bxe7', 'Qxe7', '11.O-O', 'Nxc3', '12.Rxc3', 'e5']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,35.8,11.8,3.0338983050847452,97.01799999999999,31.978
1135,"Queen's Gambit Declined, Orthodox Defense, Classical Variation",white,190,D68,2017-05-01,2489,2396,49.5,38.4,12.1,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O Nxc3 12.Rxc3 e5 13.Qc2,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Rc1', 'c6', '8.Bd3', 'dxc4', '9.Bxc4', 'Nd5', '10.Bxe7', 'Qxe7', '11.O-O', 'Nxc3', '12.Rxc3', 'e5', '13.Qc2']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,49.5,12.1,4.090909090909091,94.05,22.99
1136,"Queen's Gambit Declined, Orthodox Defense, Classical Variation",white,215,D69,2017-12-27,2349,2311,23.7,66.5,9.8,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O Nxc3 12.Rxc3 e5 13.dxe5 Nxe5 14.Nxe5,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Rc1', 'c6', '8.Bd3', 'dxc4', '9.Bxc4', 'Nd5', '10.Bxe7', 'Qxe7', '11.O-O', 'Nxc3', '12.Rxc3', 'e5', '13.dxe5', 'Nxe5', '14.Nxe5']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,23.7,9.8,2.4183673469387754,50.955,21.07
1137,"Queen's Gambit Declined, Orthodox Defense, Fianchetto Variation",black,225,D66,2018-04-15,2081,2125,18.2,31.6,50.2,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 b5,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Rc1', 'c6', '8.Bd3', 'dxc4', '9.Bxc4', 'b5']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,50.2,18.2,2.7582417582417587,112.95,40.95
1138,"Queen's Gambit Declined, Orthodox Defense, General",black,1122,D60,2018-06-19,2128,2157,21.8,42.2,36.1,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,36.1,21.8,1.6559633027522935,405.04200000000003,244.59600000000003
1139,"Queen's Gambit Declined, Orthodox Defense, Hennegerger Variation",black,879,D63,2018-05-19,2325,2345,22.8,41.4,35.8,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 a6,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Rc1', 'a6']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,35.8,22.8,1.570175438596491,314.68199999999996,200.412
1140,"Queen's Gambit Declined, Orthodox Defense, Main Line",black,1533,D63,2018-07-09,2168,2224,17.0,35.4,47.6,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Rc1', 'c6']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,47.6,17.0,2.8000000000000003,729.7080000000001,260.61
1141,"Queen's Gambit Declined, Orthodox Defense, Main Line",white,776,D63,2018-06-20,2396,2341,43.2,39.6,17.3,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Rc1']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,43.2,17.3,2.4971098265895955,335.232,134.24800000000002
1142,"Queen's Gambit Declined, Orthodox Defense, Main Line",white,279,D67,2018-06-11,2330,2288,38.7,44.8,16.5,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Rc1', 'c6', '8.Bd3', 'dxc4', '9.Bxc4', 'Nd5', '10.Bxe7', 'Qxe7', '11.O-O']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,38.7,16.5,2.3454545454545457,107.97300000000001,46.035
1143,"Queen's Gambit Declined, Orthodox Defense, Pillsbury Variation",white,156,D63,2018-06-25,2320,2262,56.4,22.4,21.1,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 b6 8.cxd5 exd5 9.Bd3,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Rc1', 'b6', '8.cxd5', 'exd5', '9.Bd3']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,56.4,21.1,2.672985781990521,87.984,32.916000000000004
1144,"Queen's Gambit Declined, Orthodox Defense, Rubinstein Variation",white,1683,D61,2018-06-30,2366,2317,49.3,32.2,18.5,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Qc2,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Qc2']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,49.3,18.5,2.6648648648648647,829.7189999999999,311.355
1145,"Queen's Gambit Declined, Orthodox Defense, Rubinstein Variation, Flohr Line",white,331,D62,2018-06-29,2473,2442,30.5,55.9,13.6,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Qc2 c5 8.cxd5,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Qc2', 'c5', '8.cxd5']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,30.5,13.6,2.2426470588235294,100.955,45.01599999999999
1146,"Queen's Gambit Declined, Pseudo-Tarrasch Variation",white,220,D50,2017-01-25,2334,2346,38.6,33.6,27.7,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 c5 5.cxd5,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'c5', '5.cxd5']",d4,d5,c4,e6,Nc3,Nf6,Bg5,c5,38.6,27.7,1.3935018050541517,84.92,60.94
1147,"Queen's Gambit Declined, Queen's Knight Variation",white,3049,D31,2018-07-08,2288,2232,45.9,28.3,25.9,1.d4 d5 2.c4 e6 3.Nc3,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3']",d4,d5,c4,e6,Nc3,,,,45.9,25.9,1.7722007722007722,1399.491,789.6909999999999
1148,"Queen's Gambit Declined, Ragozin Defense",black,4039,D38,2018-07-09,2320,2355,24.5,40.3,35.2,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Bb4,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3', 'Bb4']",d4,d5,c4,e6,Nc3,Nf6,Nf3,Bb4,35.2,24.5,1.4367346938775512,1421.728,989.555
1149,"Queen's Gambit Declined, Ragozin Defense, Alekhine Variation",white,1241,D38,2018-07-05,2437,2416,37.2,37.0,25.8,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Bb4 5.Qa4+,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3', 'Bb4', '5.Qa4+']",d4,d5,c4,e6,Nc3,Nf6,Nf3,Bb4,37.2,25.8,1.4418604651162792,461.65200000000004,320.178
1150,"Queen's Gambit Declined, Ragozin Defense, Vienna Variation",black,632,D39,2018-07-05,2416,2425,33.9,36.4,29.8,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Bb4 5.Bg5 dxc4,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3', 'Bb4', '5.Bg5', 'dxc4']",d4,d5,c4,e6,Nc3,Nf6,Nf3,Bb4,29.8,33.9,0.8790560471976402,188.336,214.248
1151,"Queen's Gambit Declined, Semi-Tarrasch Defense",black,1260,D40,2018-06-29,2249,2289,19.9,40.4,39.7,1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3', 'c5']",d4,d5,c4,e6,Nc3,Nf6,Nf3,c5,39.7,19.9,1.9949748743718596,500.22,250.74
